"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"Dawson County, TX"	"48115"	Suppressed	96621	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Deaf Smith County, TX"	"48117"	Suppressed	134151	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Delta County, TX"	"48119"	Suppressed	36758	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Denton County, TX"	"48121"	134	4529692	3.0	2.5	3.5	0.3	2.8	2.3	3.3	0.2	0.1%
	"DeWitt County, TX"	"48123"	Suppressed	140836	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dickens County, TX"	"48125"	Suppressed	16919	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dimmit County, TX"	"48127"	Suppressed	70073	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Donley County, TX"	"48129"	Suppressed	25869	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Duval County, TX"	"48131"	Suppressed	83425	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Eastland County, TX"	"48133"	Suppressed	129835	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ector County, TX"	"48135"	34	949495	3.6	2.5	5.0	0.6	4.0	2.7	5.6	0.7	0.0%
	"Edwards County, TX"	"48137"	Suppressed	14089	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ellis County, TX"	"48139"	19	1023382	Unreliable	1.1	2.9	0.4	Unreliable	1.2	3.0	0.4	0.0%
	"El Paso County, TX"	"48141"	250	5505897	4.5	4.0	5.1	0.3	4.9	4.3	5.5	0.3	0.2%
	"Erath County, TX"	"48143"	Suppressed	263241	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Falls County, TX"	"48145"	Suppressed	124537	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Fannin County, TX"	"48147"	11	236623	Unreliable	2.3	8.3	1.4	Unreliable	2.4	8.7	1.5	0.0%
	"Fayette County, TX"	"48149"	Suppressed	170327	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Fisher County, TX"	"48151"	Suppressed	27989	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Floyd County, TX"	"48153"	Suppressed	45781	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Foard County, TX"	"48155"	Suppressed	9454	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Fort Bend County, TX"	"48157"	106	3939188	2.7	2.2	3.2	0.3	2.6	2.1	3.1	0.3	0.1%
	"Franklin County, TX"	"48159"	Suppressed	74555	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Freestone County, TX"	"48161"	Suppressed	136489	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Frio County, TX"	"48163"	Suppressed	119874	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Gaines County, TX"	"48165"	Suppressed	119640	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Galveston County, TX"	"48167"	219	2026563	10.8	9.4	12.2	0.7	10.5	9.1	12.0	0.7	0.2%
	"Garza County, TX"	"48169"	Suppressed	44006	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Gillespie County, TX"	"48171"	Suppressed	171192	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Glasscock County, TX"	"48173"	Suppressed	8544	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Goliad County, TX"	"48175"	Suppressed	50388	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Gonzales County, TX"	"48177"	Suppressed	138067	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Gray County, TX"	"48179"	Suppressed	158297	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Grayson County, TX"	"48181"	58	838639	6.9	5.3	8.9	0.9	7.5	5.6	9.7	1.0	0.0%
	"Gregg County, TX"	"48183"	15	843242	Unreliable	1.0	2.9	0.5	Unreliable	1.1	3.1	0.5	0.0%
	"Grimes County, TX"	"48185"	16	184654	Unreliable	5.0	14.1	2.2	Unreliable	4.3	12.7	2.0	0.0%
	"Guadalupe County, TX"	"48187"	37	888339	4.2	2.9	5.7	0.7	4.2	3.0	5.8	0.7	0.0%
	"Hale County, TX"	"48189"	Suppressed	252986	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hall County, TX"	"48191"	Suppressed	23786	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hamilton County, TX"	"48193"	Suppressed	59161	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hansford County, TX"	"48195"	Suppressed	38437	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hardeman County, TX"	"48197"	Suppressed	29375	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hardin County, TX"	"48199"	24	376421	6.4	4.1	9.5	1.3	6.6	4.2	9.8	1.4	0.0%
	"Harris County, TX"	"48201"	1600	28171278	5.7	5.4	6.0	0.1	5.6	5.3	5.9	0.1	1.1%
	"Harrison County, TX"	"48203"	14	456029	Unreliable	1.7	5.2	0.8	Unreliable	1.7	5.3	0.9	0.0%
	"Hartley County, TX"	"48205"	Suppressed	41925	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Haskell County, TX"	"48207"	Suppressed	41109	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hays County, TX"	"48209"	38	1064031	3.6	2.5	4.9	0.6	3.4	2.4	4.8	0.6	0.0%
	"Hemphill County, TX"	"48211"	Suppressed	26400	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Henderson County, TX"	"48213"	20	549298	3.6	2.2	5.6	0.8	3.7	2.2	5.8	0.8	0.0%
	"Hidalgo County, TX"	"48215"	34	5283909	0.6	0.4	0.9	0.1	0.7	0.5	0.9	0.1	0.0%
	"Hill County, TX"	"48217"	Suppressed	244732	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hockley County, TX"	"48219"	Suppressed	160699	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hood County, TX"	"48221"	10	352671	Unreliable	1.4	5.2	0.9	Unreliable	1.1	4.6	0.8	0.0%
	"Hopkins County, TX"	"48223"	17	243469	Unreliable	4.1	11.2	1.7	Unreliable	4.4	12.0	1.8	0.0%
	"Houston County, TX"	"48225"	Suppressed	164864	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Howard County, TX"	"48227"	Suppressed	241962	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hudspeth County, TX"	"48229"	Suppressed	23954	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hunt County, TX"	"48231"	23	597568	3.8	2.4	5.8	0.8	4.0	2.5	6.1	0.9	0.0%
	"Hutchinson County, TX"	"48233"	Suppressed	154553	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Irion County, TX"	"48235"	Suppressed	11208	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Jack County, TX"	"48237"	Suppressed	63394	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, TX"	"48239"	Suppressed	98219	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Jasper County, TX"	"48241"	12	248360	Unreliable	2.5	8.4	1.4	Unreliable	3.0	10.2	1.7	0.0%
	"Jeff Davis County, TX"	"48243"	Suppressed	16120	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Jefferson County, TX"	"48245"	100	1751241	5.7	4.6	6.8	0.6	5.6	4.5	6.7	0.6	0.1%
	"Jim Hogg County, TX"	"48247"	Suppressed	36563	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Jim Wells County, TX"	"48249"	18	286165	Unreliable	3.7	9.9	1.5	Unreliable	3.5	9.7	1.5	0.0%
	"Johnson County, TX"	"48251"	22	1043951	2.1	1.3	3.2	0.4	2.1	1.3	3.2	0.5	0.0%
	"Jones County, TX"	"48253"	Suppressed	140889	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Karnes County, TX"	"48255"	Suppressed	104560	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Kaufman County, TX"	"48257"	20	703544	2.8	1.7	4.4	0.6	2.8	1.7	4.4	0.6	0.0%
	"Kendall County, TX"	"48259"	Suppressed	228020	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Kenedy County, TX"	"48261"	Suppressed	2938	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Kent County, TX"	"48263"	Suppressed	5610	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Kerr County, TX"	"48265"	13	343665	Unreliable	2.0	6.5	1.0	Unreliable	2.1	7.1	1.2	0.0%
	"Kimble County, TX"	"48267"	Suppressed	32038	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"King County, TX"	"48269"	Suppressed	1937	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Kinney County, TX"	"48271"	Suppressed	24940	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Kleberg County, TX"	"48273"	11	222232	Unreliable	2.5	8.9	1.5	Unreliable	2.6	9.8	1.7	0.0%
	"Knox County, TX"	"48275"	Suppressed	26072	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lamar County, TX"	"48277"	Suppressed	347518	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lamb County, TX"	"48279"	Suppressed	98587	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lampasas County, TX"	"48281"	Suppressed	138339	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"La Salle County, TX"	"48283"	Suppressed	47644	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lavaca County, TX"	"48285"	Suppressed	134908	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lee County, TX"	"48287"	Suppressed	115763	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Leon County, TX"	"48289"	Suppressed	116938	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Liberty County, TX"	"48291"	44	527160	8.3	6.1	11.2	1.3	8.1	5.8	10.8	1.2	0.0%
	"Limestone County, TX"	"48293"	Suppressed	163024	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lipscomb County, TX"	"48295"	Suppressed	22911	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Live Oak County, TX"	"48297"	Suppressed	80618	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Llano County, TX"	"48299"	Suppressed	133213	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Loving County, TX"	"48301"	Suppressed	539	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lubbock County, TX"	"48303"	39	1917926	2.0	1.4	2.8	0.3	2.2	1.6	3.1	0.4	0.0%
	"Lynn County, TX"	"48305"	Suppressed	41626	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"McCulloch County, TX"	"48307"	Suppressed	57742	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"McLennan County, TX"	"48309"	37	1624086	2.3	1.6	3.1	0.4	2.5	1.7	3.4	0.4	0.0%
	"McMullen County, TX"	"48311"	Suppressed	5096	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, TX"	"48313"	Suppressed	94528	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marion County, TX"	"48315"	Suppressed	74737	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Martin County, TX"	"48317"	Suppressed	32955	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Mason County, TX"	"48319"	Suppressed	27616	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Matagorda County, TX"	"48321"	Suppressed	256540	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Maverick County, TX"	"48323"	Suppressed	372970	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Medina County, TX"	"48325"	Suppressed	318387	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menard County, TX"	"48327"	Suppressed	15565	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Midland County, TX"	"48329"	37	947363	3.9	2.7	5.4	0.6	4.1	2.8	5.6	0.7	0.0%
	"Milam County, TX"	"48331"	Suppressed	173570	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Mills County, TX"	"48333"	Suppressed	34090	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, TX"	"48335"	Suppressed	65467	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Montague County, TX"	"48337"	Suppressed	138247	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, TX"	"48339"	252	3092094	8.1	7.1	9.2	0.5	8.2	7.2	9.2	0.5	0.2%
	"Moore County, TX"	"48341"	Suppressed	149690	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Morris County, TX"	"48343"	Suppressed	91034	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Motley County, TX"	"48345"	Suppressed	8503	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Nacogdoches County, TX"	"48347"	13	447017	Unreliable	1.5	5.0	0.8	Unreliable	1.6	5.5	0.9	0.0%
	"Navarro County, TX"	"48349"	Suppressed	333370	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Newton County, TX"	"48351"	Suppressed	100622	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Nolan County, TX"	"48353"	Suppressed	105120	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Nueces County, TX"	"48355"	262	2362566	11.1	9.7	12.4	0.7	11.2	9.8	12.6	0.7	0.2%
	"Ochiltree County, TX"	"48357"	Suppressed	71037	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oldham County, TX"	"48359"	Suppressed	14232	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Orange County, TX"	"48361"	71	575441	12.3	9.6	15.6	1.5	12.8	9.9	16.1	1.5	0.0%
	"Palo Pinto County, TX"	"48363"	Suppressed	195607	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Panola County, TX"	"48365"	Suppressed	165896	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Parker County, TX"	"48367"	35	798523	4.4	3.1	6.1	0.7	4.4	3.0	6.1	0.8	0.0%
	"Parmer County, TX"	"48369"	Suppressed	70970	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Pecos County, TX"	"48371"	Suppressed	108307	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Polk County, TX"	"48373"	38	319347	11.9	8.4	16.3	1.9	12.6	8.9	17.4	2.1	0.0%
	"Potter County, TX"	"48375"	21	844868	2.5	1.5	3.8	0.5	2.6	1.6	4.0	0.6	0.0%
	"Presidio County, TX"	"48377"	Suppressed	53730	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rains County, TX"	"48379"	Suppressed	76718	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Randall County, TX"	"48381"	16	832006	Unreliable	1.1	3.1	0.5	Unreliable	1.2	3.3	0.5	0.0%
	"Reagan County, TX"	"48383"	Suppressed	23368	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Real County, TX"	"48385"	Suppressed	23191	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Red River County, TX"	"48387"	Suppressed	90323	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Reeves County, TX"	"48389"	Suppressed	93885	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Refugio County, TX"	"48391"	Suppressed	51735	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Roberts County, TX"	"48393"	Suppressed	6168	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Robertson County, TX"	"48395"	Suppressed	116173	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rockwall County, TX"	"48397"	19	530199	Unreliable	2.2	5.6	0.8	Unreliable	2.3	6.0	0.9	0.0%
	"Runnels County, TX"	"48399"	Suppressed	73403	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rusk County, TX"	"48401"	13	367802	Unreliable	1.9	6.0	1.0	Unreliable	1.9	6.2	1.0	0.0%
	"Sabine County, TX"	"48403"	Suppressed	74417	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"San Augustine County, TX"	"48405"	Suppressed	62710	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"San Jacinto County, TX"	"48407"	14	183156	Unreliable	4.2	12.8	2.0	Unreliable	4.4	14.3	2.3	0.0%
	"San Patricio County, TX"	"48409"	27	461043	5.9	3.9	8.5	1.1	6.0	3.9	8.8	1.2	0.0%
	"San Saba County, TX"	"48411"	Suppressed	42117	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Schleicher County, TX"	"48413"	Suppressed	22883	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Scurry County, TX"	"48415"	Suppressed	116913	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shackelford County, TX"	"48417"	Suppressed	23372	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shelby County, TX"	"48419"	Suppressed	178897	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sherman County, TX"	"48421"	Suppressed	21115	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Smith County, TX"	"48423"	70	1444367	4.8	3.8	6.1	0.6	4.9	3.8	6.2	0.6	0.0%
	"Somervell County, TX"	"48425"	Suppressed	58036	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Starr County, TX"	"48427"	Suppressed	423024	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Stephens County, TX"	"48429"	Suppressed	66836	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sterling County, TX"	"48431"	Suppressed	8097	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Stonewall County, TX"	"48433"	Suppressed	10177	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sutton County, TX"	"48435"	Suppressed	29291	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Swisher County, TX"	"48437"	Suppressed	54784	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Tarrant County, TX"	"48439"	395	12437844	3.2	2.9	3.5	0.2	3.1	2.8	3.4	0.2	0.3%
	"Taylor County, TX"	"48441"	25	913225	2.7	1.8	4.0	0.5	2.6	1.7	3.9	0.5	0.0%
	"Terrell County, TX"	"48443"	Suppressed	6482	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Terry County, TX"	"48445"	Suppressed	87755	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Throckmorton County, TX"	"48447"	Suppressed	11503	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Titus County, TX"	"48449"	Suppressed	220077	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Tom Green County, TX"	"48451"	35	764651	4.6	3.2	6.4	0.8	5.0	3.4	7.0	0.9	0.0%
	"Travis County, TX"	"48453"	342	7050732	4.9	4.3	5.4	0.3	4.6	4.1	5.1	0.3	0.2%
	"Trinity County, TX"	"48455"	12	101206	Unreliable	6.1	20.7	3.4	Unreliable	6.3	24.3	4.1	0.0%
	"Tyler County, TX"	"48457"	Suppressed	150510	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Upshur County, TX"	"48459"	13	273199	Unreliable	2.5	8.1	1.3	Unreliable	2.9	9.4	1.5	0.0%
